,text,phonetics,pronounciation_guide_hr,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
632,The thought set his blood tingling.,DH_AH0 TH_AO1_T S_EH1_T HH_IH1_Z B_L_AH1_D T_IH1_NG|G_AH0|L_IH0_NG,thuh thawt set hiz bluhd ting|guh|ling,The thought set his blood tin|g|ling,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['TH_AO1_T'], ['S_EH1_T'], ['HH_IH1_Z', 'HH_IH0_Z'], ['B_L_AH1_D'], ['T_IH1_NG|G_AH0|L_IH0_NG', 'T_IH1_NG|G_L_IH0_NG']]","[3, 1, 1, 2, 1, 2]"
633,"But if Pierre did not return, until tomorrow.",B_AH1_T IH1_F P_IY0|EH1_R D_IH1_D N_AA1_T R_IH0|T_ER1_N AH0_N|T_IH1_L T_AH0|M_AA1|R_OW2,buht if pee|er did not ri|tuhrn uhn|til tuh|mo|row,But if Pierre did not re|turn un|til to|mor|row,[2],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset']","[['B_AH1_T'], ['IH1_F', 'IH0_F'], ['P_IY0|EH1_R'], ['D_IH1_D', 'D_IH0_D'], ['N_AA1_T'], ['R_IH0|T_ER1_N', 'R_IY0|T_ER1_N'], ['AH0_N|T_IH1_L'], ['T_AH0|M_AA1|R_OW2', 'T_UW0|M_AA1|R_OW2']]","[1, 2, 1, 2, 1, 2, 1, 2]"
634,Ten minutes had not elapsed since he had dropped the handkerchief.,T_EH1_N M_IH1|N_AH0_T_S HH_AE1_D N_AA1_T IH0|L_AE1_P_S_T S_IH1_N_S HH_IY1 HH_AE1_D D_R_AA1_P_T DH_AH0 HH_AE1_NG|K_ER0|CH_IH0_F,ten mi|nuhts had not i|lapst sins hee had dropt thuh hang|kuhr|chif,Ten min|utes had not e|lapsed since he had dropped the hand|ker|chief,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['T_EH1_N'], ['M_IH1|N_AH0_T_S'], ['HH_AE1_D'], ['N_AA1_T'], ['IH0|L_AE1_P_S_T'], ['S_IH1_N_S'], ['HH_IY1'], ['HH_AE1_D'], ['D_R_AA1_P_T'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['HH_AE1_NG|K_ER0|CH_IH0_F', 'HH_AE1_NG|K_ER0|CH_IY0_F']]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2]"
635,It won't be for sale.,IH1_T W_OW1_N_T B_IY1 F_AO1_R S_EY1_L,it wownt bee fawr seyl,It won't be for sale,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['IH1_T', 'IH0_T'], ['W_OW1_N_T'], ['B_IY1', 'B_IY0'], ['F_AO1_R', 'F_ER0', 'F_R_ER0'], ['S_EY1_L']]","[2, 1, 2, 3, 1]"
636,For a few moments he ate in silence.,F_AO1_R AH0 F_Y_UW1 M_OW1|M_AH0_N_T_S HH_IY1 EY1_T IH0_N S_AY1|L_AH0_N_S,fawr uh fyoo mow|muhnts hee eyt in say|luhns,For a few mo|ments he ate in si|lence,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['F_AO1_R', 'F_ER0', 'F_R_ER0'], ['AH0', 'EY1'], ['F_Y_UW1'], ['M_OW1|M_AH0_N_T_S'], ['HH_IY1'], ['EY1_T'], ['IH0_N', 'IH1_N'], ['S_AY1|L_AH0_N_S']]","[3, 2, 1, 1, 1, 1, 2, 1]"
637,Philip did not pursue the subject.,F_IH1|L_AH0_P D_IH1_D N_AA1_T P_ER0|S_UW1 DH_AH0 S_AH0|B_JH_EH1_K_T,fi|luhp did not puhr|soo thuh suh|bdjekt,Phil|ip did not pur|sue the sub|ject,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P'], ['D_IH1_D', 'D_IH0_D'], ['N_AA1_T'], ['P_ER0|S_UW1'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['S_AH0|B_JH_EH1_K_T', 'S_AH1|B_JH_IH0_K_T']]","[2, 2, 1, 1, 3, 2]"
638,Philip produced a couple of cigars and took a chair opposite him.,F_IH1|L_AH0_P P_R_AH0|D_UW1_S_T AH0 K_AH1|P_AH0_L AH1_V S_IH0|G_AA1_R_Z AH0_N_D T_UH1_K AH0 CH_EH1_R AA1|P_AH0|Z_AH0_T HH_IH1_M,fi|luhp pruh|doost uh kuh|puhl uhv si|gorz uhnd tuk uh cher o|puh|zuht him,Phil|ip pro|duced a cou|ple of ci|gars and took a chair op|po|site him,[],[],"['dataset', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P'], ['P_R_AH0|D_UW1_S_T'], ['AH0', 'EY1'], ['K_AH1|P_AH0_L'], ['AH1_V'], ['S_IH0|G_AA1_R_Z'], ['AH0_N_D', 'AE1_N_D'], ['T_UH1_K'], ['AH0', 'EY1'], ['CH_EH1_R'], ['AA1|P_AH0|Z_AH0_T', 'AA1|P_Z_AH0_T'], ['HH_IH1_M', 'IH0_M']]","[2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 2, 2]"
639,Suppose you saw me at work through the window.,S_AH0|P_OW1_Z Y_UW1 S_AO1 M_IY1 AE1_T W_ER1_K TH_R_UW1 DH_AH0 W_IH1_N|D_OW0,suh|powz yoo saw mee at wuhrk throo thuh win|dow,Sup|pose you saw me at work through the win|dow,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['S_AH0|P_OW1_Z'], ['Y_UW1'], ['S_AO1'], ['M_IY1'], ['AE1_T'], ['W_ER1_K'], ['TH_R_UW1'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_IH1_N|D_OW0']]","[1, 1, 1, 1, 1, 1, 1, 3, 1]"
640,He looked like one who had passed through an uncomfortable hour or two.,HH_IY1 L_UH1_K_T L_AY1_K W_AH1_N HH_UW1 HH_AE1_D P_AE1_S_T TH_R_UW1 AE1_N AH0_N|K_AH1_M|F_ER0|T_AH0|B_AH0_L AW1_R AO1_R T_UW1,hee lukt layk wuhn hoo had past throo an uhn|kuhm|fuhr|tuh|buhl aur awr too,He looked like one who had passed through an un|com|fort|a|ble hour or two,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['HH_IY1'], ['L_UH1_K_T'], ['L_AY1_K'], ['W_AH1_N'], ['HH_UW1'], ['HH_AE1_D'], ['P_AE1_S_T'], ['TH_R_UW1'], ['AE1_N', 'AH0_N'], ['AH0_N|K_AH1_M|F_ER0|T_AH0|B_AH0_L'], ['AW1|ER0', 'AW1_R'], ['AO1_R', 'ER0'], ['T_UW1']]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1]"
641,"There was nothing more, except a large ink blot under the words.",DH_EH1_R W_AA1_Z N_AH1|TH_IH0_NG M_AO1_R IH0|K_S_EH1_P_T AH0 L_AA1_R_JH IH1_NG_K B_L_AA1_T AH1_N|D_ER0 DH_AH0 W_ER1_D_Z,ther woz nuh|thing mawr i|ksept uh lordj ingk blot uhn|duhr thuh wuhrdz,There was noth|ing more ex|cept a large ink blot un|der the words,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['DH_EH1_R'], ['W_AA1_Z', 'W_AH0_Z'], ['N_AH1|TH_IH0_NG'], ['M_AO1_R'], ['IH0|K_S_EH1_P_T'], ['AH0', 'EY1'], ['L_AA1_R_JH'], ['IH1_NG_K'], ['B_L_AA1_T'], ['AH1_N|D_ER0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_ER1_D_Z']]","[1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1]"
642,All this day Gregson remained in the cabin.,AO1_L DH_IH1_S D_EY1 G_R_EH1|G_S_AH0_N R_IH0|M_EY1_N_D IH0_N DH_AH0 K_AE1|B_AH0_N,awl this dey gre|gsuhn ri|meynd in thuh ka|buhn,All this day Gre|gson re|mained in the cab|in,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['AO1_L'], ['DH_IH1_S', 'DH_IH0_S'], ['D_EY1'], ['G_R_EH1|G_S_AH0_N'], ['R_IH0|M_EY1_N_D', 'R_IY0|M_EY1_N_D'], ['IH0_N', 'IH1_N'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['K_AE1|B_AH0_N']]","[1, 2, 1, 1, 2, 2, 3, 1]"
643,The sixth day he spent in the cabin with Gregson.,DH_AH0 S_IH1_K_S_TH D_EY1 HH_IY1 S_P_EH1_N_T IH0_N DH_AH0 K_AE1|B_AH0_N W_IH1_DH G_R_EH1|G_S_AH0_N,thuh siksth dey hee spent in thuh ka|buhn with gre|gsuhn,The sixth day he spent in the cab|in with Gre|gson,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['S_IH1_K_S_TH'], ['D_EY1'], ['HH_IY1'], ['S_P_EH1_N_T'], ['IH0_N', 'IH1_N'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['K_AE1|B_AH0_N'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['G_R_EH1|G_S_AH0_N']]","[3, 1, 1, 1, 1, 2, 3, 1, 4, 1]"
644,The flush was gone from her face.,DH_AH0 F_L_AH1_SH W_AA1_Z G_AO1_N F_R_AH1_M HH_ER1 F_EY1_S,thuh fluhsh woz gawn fruhm huhr feys,The flush was gone from her face,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['DH_AH0', 'DH_AH1', 'DH_IY0'], ['F_L_AH1_SH'], ['W_AA1_Z', 'W_AH0_Z'], ['G_AO1_N'], ['F_R_AH1_M'], ['HH_ER1', 'HH_ER0'], ['F_EY1_S']]","[3, 1, 2, 1, 1, 2, 1]"
645,"That is why I am, am rattled, he laughed.",DH_AE1_T IH1_Z W_AY1 AY1 AE1_M AE1_M R_AE1|T_AH0_L_D HH_IY1 L_AE1_F_T,that iz way ay am am ra|tuhld hee laft,That is why I am am ra|ttled he laughed,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['DH_AE1_T', 'DH_AH0_T'], ['IH1_Z', 'IH0_Z'], ['W_AY1', 'HH_W_AY1'], ['AY1'], ['AE1_M', 'EY1|EH1_M'], ['AE1_M', 'EY1|EH1_M'], ['R_AE1|T_AH0_L_D'], ['HH_IY1'], ['L_AE1_F_T']]","[2, 2, 2, 1, 2, 2, 1, 1, 1]"
646,He understood the meaning of the look.,HH_IY1 AH2_N|D_ER0_S|T_UH1_D DH_AH0 M_IY1|N_IH0_NG AH1_V DH_AH0 L_UH1_K,hee uhn|duhrs|tud thuh mee|ning uhv thuh luk,He un|der|stood the mean|ing of the look,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['HH_IY1'], ['AH2_N|D_ER0_S|T_UH1_D'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['M_IY1|N_IH0_NG'], ['AH1_V'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['L_UH1_K']]","[1, 1, 3, 1, 1, 3, 1]"
647,"She was even more beautiful than when I saw her, before.",SH_IY1 W_AA1_Z IY1|V_IH0_N M_AO1_R B_Y_UW1|T_AH0|F_AH0_L DH_AE1_N W_EH1_N AY1 S_AO1 HH_ER1 B_IH0|F_AO1_R,shee woz ee|vin mawr byoo|tuh|fuhl than wen ay saw huhr bi|fawr,She was e|ven more beau|ti|ful than when I saw her be|fore,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['SH_IY1'], ['W_AA1_Z', 'W_AH0_Z'], ['IY1|V_IH0_N'], ['M_AO1_R'], ['B_Y_UW1|T_AH0|F_AH0_L'], ['DH_AE1_N', 'DH_AH0_N'], ['W_EH1_N', 'HH_W_EH1_N', 'W_IH1_N', 'HH_W_IH1_N'], ['AY1'], ['S_AO1'], ['HH_ER1', 'HH_ER0'], ['B_IH0|F_AO1_R', 'B_IY2|F_AO1_R']]","[1, 2, 1, 1, 1, 2, 4, 1, 1, 2, 2]"
648,"I'll give a thousand if you produce her, retorted Gregson.",AY1_L G_IH1_V AH0 TH_AW1|Z_AH0_N_D IH1_F Y_UW1 P_R_AH0|D_UW1_S HH_ER1 R_IY0|T_AO1_R|T_IH0_D G_R_EH1|G_S_AH0_N,ayl giv uh thau|zuhnd if yoo pruh|doos huhr ree|tawr|tid gre|gsuhn,I'll give a thou|sand if you pro|duce her re|tor|ted Gre|gson,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy', 'SonoriPy']","[['AY1_L'], ['G_IH1_V'], ['AH0', 'EY1'], ['TH_AW1|Z_AH0_N_D', 'TH_AW1|Z_AH0_N'], ['IH1_F', 'IH0_F'], ['Y_UW1'], ['P_R_AH0|D_UW1_S', 'P_R_OW1|D_UW0_S'], ['HH_ER1', 'HH_ER0'], ['R_IY0|T_AO1_R|T_IH0_D'], ['G_R_EH1|G_S_AH0_N']]","[1, 1, 2, 2, 2, 1, 2, 2, 1, 1]"
649,They have won popular sentiment through the newspapers.,DH_EY1 HH_AE1_V W_AH1_N P_AA1|P_Y_AH0|L_ER0 S_EH1_N|T_AH0|M_AH0_N_T TH_R_UW1 DH_AH0 N_UW1_Z|P_EY2|P_ER0_Z,they hav wuhn po|pyuh|luhr sen|tuh|muhnt throo thuh nooz|pey|puhrz,They have won pop|u|lar sen|ti|ment through the news|pa|pers,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy']","[['DH_EY1'], ['HH_AE1_V'], ['W_AH1_N', 'W_AA1_N'], ['P_AA1|P_Y_AH0|L_ER0'], ['S_EH1_N|T_AH0|M_AH0_N_T', 'S_EH1|N_AH0|M_AH0_N_T'], ['TH_R_UW1'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['N_UW1_Z|P_EY2|P_ER0_Z']]","[1, 1, 2, 1, 2, 1, 3, 1]"
650,We must achieve our own salvation.,W_IY1 M_AH1_S_T AH0|CH_IY1_V AW1_R OW1_N S_AE0_L|V_EY1|SH_AH0_N,wee muhst uh|cheev aur own sal|vey|shuhn,We must a|chieve our own sal|va|tion,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset']","[['W_IY1'], ['M_AH1_S_T'], ['AH0|CH_IY1_V'], ['AW1|ER0', 'AW1_R', 'AA1_R'], ['OW1_N'], ['S_AE0_L|V_EY1|SH_AH0_N']]","[1, 1, 1, 3, 1, 1]"
651,In moments of mental energy Philip was restless.,IH0_N M_OW1|M_AH0_N_T_S AH1_V M_EH1_N|T_AH0_L EH1|N_ER0|JH_IY0 F_IH1|L_AH0_P W_AA1_Z R_EH1_S|T_L_AH0_S,in mow|muhnts uhv men|tuhl e|nuhr|djee fi|luhp woz res|tluhs,In mo|ments of men|tal en|er|gy Phil|ip was rest|less,[],[],"['1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', 'dataset', 'dataset', '1 vowel = 1 syl', 'dataset']","[['IH0_N', 'IH1_N'], ['M_OW1|M_AH0_N_T_S'], ['AH1_V'], ['M_EH1_N|T_AH0_L'], ['EH1|N_ER0|JH_IY0'], ['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P'], ['W_AA1_Z', 'W_AH0_Z'], ['R_EH1_S|T_L_AH0_S']]","[2, 1, 1, 1, 1, 2, 2, 1]"
652,He would keep his faith with Gregson for the promised day or two.,HH_IY1 W_UH1_D K_IY1_P HH_IH1_Z F_EY1_TH W_IH1_DH G_R_EH1|G_S_AH0_N F_AO1_R DH_AH0 P_R_AA1|M_AH0_S_T D_EY1 AO1_R T_UW1,hee wud keep hiz feyth with gre|gsuhn fawr thuh pro|muhst dey awr too,He would keep his faith with Gre|gson for the prom|ised day or two,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['HH_IY1'], ['W_UH1_D'], ['K_IY1_P'], ['HH_IH1_Z', 'HH_IH0_Z'], ['F_EY1_TH'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['G_R_EH1|G_S_AH0_N'], ['F_AO1_R', 'F_ER0', 'F_R_ER0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['P_R_AA1|M_AH0_S_T'], ['D_EY1'], ['AO1_R', 'ER0'], ['T_UW1']]","[1, 1, 1, 2, 1, 4, 1, 3, 3, 1, 1, 2, 1]"
653,"Something about it seemed to fascinate him, to challenge his presence.",S_AH1_M|TH_IH0_NG AH0|B_AW1_T IH1_T S_IY1_M_D T_UW1 F_AE1|S_AH0|N_EY2_T HH_IH1_M T_UW1 CH_AE1|L_AH0_N_JH HH_IH1_Z P_R_EH1|Z_AH0_N_S,suhm|thing uh|baut it seemd too fa|suh|neyt him too cha|luhndj hiz pre|zuhns,Some|thing a|bout it seemed to fas|ci|nate him to chal|lenge his pres|ence,[],[],"['dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['S_AH1_M|TH_IH0_NG'], ['AH0|B_AW1_T'], ['IH1_T', 'IH0_T'], ['S_IY1_M_D'], ['T_UW1', 'T_IH0', 'T_AH0'], ['F_AE1|S_AH0|N_EY2_T'], ['HH_IH1_M', 'IH0_M'], ['T_UW1', 'T_IH0', 'T_AH0'], ['CH_AE1|L_AH0_N_JH'], ['HH_IH1_Z', 'HH_IH0_Z'], ['P_R_EH1|Z_AH0_N_S']]","[1, 1, 2, 1, 3, 1, 2, 3, 1, 2, 1]"
654,Now it was missing from the wall.,N_AW1 IH1_T W_AA1_Z M_IH1|S_IH0_NG F_R_AH1_M DH_AH0 W_AO1_L,nau it woz mi|sing fruhm thuh wawl,Now it was mis|sing from the wall,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['N_AW1'], ['IH1_T', 'IH0_T'], ['W_AA1_Z', 'W_AH0_Z'], ['M_IH1|S_IH0_NG'], ['F_R_AH1_M'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['W_AO1_L']]","[1, 2, 2, 1, 1, 3, 1]"
655,He boiled himself some coffee and sat down to wait.,HH_IY1 B_OY1_L_D HH_IH0_M|S_EH1_L_F S_AH1_M K_AA1|F_IY0 AH0_N_D S_AE1_T D_AW1_N T_UW1 W_EY1_T,hee boyld him|self suhm ko|fee uhnd sat daun too weyt,He boiled him|self some cof|fee and sat down to wait,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['HH_IY1'], ['B_OY1_L_D'], ['HH_IH0_M|S_EH1_L_F'], ['S_AH1_M'], ['K_AA1|F_IY0', 'K_AO1|F_IY0'], ['AH0_N_D', 'AE1_N_D'], ['S_AE1_T'], ['D_AW1_N'], ['T_UW1', 'T_IH0', 'T_AH0'], ['W_EY1_T']]","[1, 1, 1, 1, 2, 2, 1, 1, 3, 1]"
656,"I'm going down there with you, and I'm going to fight.",AY1_M G_OW1|IH0_NG D_AW1_N DH_EH1_R W_IH1_DH Y_UW1 AH0_N_D AY1_M G_OW1|IH0_NG T_UW1 F_AY1_T,aym gow|ing daun ther with yoo uhnd aym gow|ing too fayt,I'm go|ing down there with you and I'm go|ing to fight,[],[],"['1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['AY1_M', 'AH0_M'], ['G_OW1|IH0_NG', 'G_OW1|IH0_N'], ['D_AW1_N'], ['DH_EH1_R'], ['W_IH1_DH', 'W_IH1_TH', 'W_IH0_TH', 'W_IH0_DH'], ['Y_UW1'], ['AH0_N_D', 'AE1_N_D'], ['AY1_M', 'AH0_M'], ['G_OW1|IH0_NG', 'G_OW1|IH0_N'], ['T_UW1', 'T_IH0', 'T_AH0'], ['F_AY1_T']]","[2, 2, 1, 1, 4, 1, 2, 2, 2, 3, 1]"
657,"Now have you got anything to say against me, Mr Philip.",N_AW1 HH_AE1_V Y_UW1 G_AA1_T EH1|N_IY0|TH_IH2_NG T_UW1 S_EY1 AH0|G_EH1_N_S_T M_IY1 M_IH1_S|T_ER0 F_IH1|L_AH0_P,nau hav yoo got e|nee|thing too sey uh|genst mee mis|tuhr fi|luhp,Now have you got an|y|thing to say a|gainst me Mis|ter Phil|ip,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset']","[['N_AW1'], ['HH_AE1_V'], ['Y_UW1'], ['G_AA1_T'], ['EH1|N_IY0|TH_IH2_NG'], ['T_UW1', 'T_IH0', 'T_AH0'], ['S_EY1'], ['AH0|G_EH1_N_S_T', 'AH0|G_EY1_N_S_T'], ['M_IY1'], ['M_IH1_S|T_ER0'], ['F_IH1|L_AH0_P', 'F_IH1|L_IH0_P']]","[1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2]"
658,"If I meet her again I shall apologize, said Eileen.",IH1_F AY1 M_IY1_T HH_ER1 AH0|G_EH1_N AY1 SH_AE1_L AH0|P_AA1|L_AH0|JH_AY2_Z S_EH1_D AY0|L_IY1_N,if ay meet huhr uh|gen ay shal uh|po|luh|djayz sed ay|leen,If I meet her a|gain I shall a|pol|o|gize said Ei|leen,[],[],"['1 vowel = 1 syl', 'acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['IH1_F', 'IH0_F'], ['AY1'], ['M_IY1_T'], ['HH_ER1', 'HH_ER0'], ['AH0|G_EH1_N', 'AH0|G_EY1_N'], ['AY1'], ['SH_AE1_L'], ['AH0|P_AA1|L_AH0|JH_AY2_Z'], ['S_EH1_D'], ['AY0|L_IY1_N']]","[2, 1, 1, 2, 2, 1, 1, 1, 1, 1]"
659,Below him the shadow was broken into a pool of rippling starlight.,B_IH0|L_OW1 HH_IH1_M DH_AH0 SH_AE1|D_OW2 W_AA1_Z B_R_OW1|K_AH0_N IH1_N|T_UW0 AH0 P_UW1_L AH1_V R_IH1|P_L_IH0_NG S_T_AA1_R|L_AY2_T,bi|low him thuh sha|dow woz brow|kuhn in|too uh pool uhv ri|pling stor|layt,Be|low him the shad|ow was bro|ken in|to a pool of ri|ppling star|light,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', 'dataset']","[['B_IH0|L_OW1', 'B_IY0|L_OW1'], ['HH_IH1_M', 'IH0_M'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['SH_AE1|D_OW2'], ['W_AA1_Z', 'W_AH0_Z'], ['B_R_OW1|K_AH0_N'], ['IH1_N|T_UW0', 'IH0_N|T_UW1', 'IH0_N|T_AH0'], ['AH0', 'EY1'], ['P_UW1_L'], ['AH1_V'], ['R_IH1|P_AH0|L_IH0_NG', 'R_IH1|P_L_IH0_NG'], ['S_T_AA1_R|L_AY2_T']]","[2, 2, 3, 1, 2, 1, 3, 2, 1, 1, 2, 1]"
660,Only the chance sound had led him to observe them.,OW1_N|L_IY0 DH_AH0 CH_AE1_N_S S_AW1_N_D HH_AE1_D L_EH1_D HH_IH1_M T_UW1 AH0|B_Z_ER1_V DH_EH1_M,own|lee thuh chans saund had led him too uh|bzuhrv them,On|ly the chance sound had led him to ob|serve them,[],[],"['dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['OW1_N|L_IY0'], ['DH_AH0', 'DH_AH1', 'DH_IY0'], ['CH_AE1_N_S'], ['S_AW1_N_D'], ['HH_AE1_D'], ['L_EH1_D'], ['HH_IH1_M', 'IH0_M'], ['T_UW1', 'T_IH0', 'T_AH0'], ['AH0|B_Z_ER1_V'], ['DH_EH1_M', 'DH_AH0_M']]","[1, 3, 1, 1, 1, 1, 2, 3, 1, 2]"
